date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,wdsp,ind,hm,ind,ddhm,ind,hg,sun,dos,g_rad,soil,pe,evap,smd_wd,smd_md,smd_pd
01-Jan-19,0,9.2,0,1.8,0,6.9,0,0.2,1027.8,7.5,0,11,0,260,0,19,0.1,0,95,7.5,0.3,0.4,3.1,3.1,-3.7
02-Jan-19,0,7.6,0,1.6,1,-1,0,0,1032.6,4.2,0,9,0,180,0,12,0,0,123,5.95,0.5,0.6,3.6,3.6,-3
03-Jan-19,0,7.9,0,4.9,1,-1.6,2,0,1031.1,4,0,9,0,160,0,12,0,0,114,5.95,0.5,0.6,4,4,-2.4
04-Jan-19,0,6.5,0,4.6,0,4.2,0,0,1030.9,4.8,0,8,0,160,0,12,0,0,68,5.55,0.7,0.9,4.7,4.7,-1.5
05-Jan-19,0,8.4,0,2,1,-1.9,0,0,1027.7,5.2,0,9,0,230,0,16,1.1,0,156,5.375,0.4,0.5,5.1,5.1,-1.1
06-Jan-19,0,10.1,0,7.8,0,5.3,0,0,1025.3,5.2,0,9,0,240,0,14,0.2,0,128,6.825,0.5,0.7,5.7,5.7,-0.5
07-Jan-19,0,11.3,0,5.3,0,5.9,0,0.2,1021.2,12.7,0,20,0,260,0,31,0,0,80,7.85,0.6,0.8,6,6,-0.1
08-Jan-19,0,8.3,0,1.2,0,3.4,3,0,1023,9.6,0,16,0,290,0,21,4.9,0,308,5.45,0.4,0.4,6.4,6.4,0.3
09-Jan-19,0,8.1,0,1.9,1,-2.8,2,0,1023.2,5.9,0,9,0,290,0,13,3.5,0,264,5.025,0.2,0.3,6.5,6.5,0.5
10-Jan-19,0,10.1,0,5.7,1,-0.8,0,2.1,1022.7,6.4,0,9,0,280,0,13,0,0,159,6.775,0.3,0.4,4.7,4.7,-1.3
11-Jan-19,0,9.8,0,6.7,0,6.2,2,0,1020.6,8.5,0,17,0,260,0,28,0.4,0,143,7.05,0.5,0.6,5.2,5.2,-0.8
12-Jan-19,0,10.1,0,7.1,0,6.3,0,0.2,1014.3,17,0,25,0,270,0,33,0.1,0,181,7.575,0.6,0.8,5.5,5.5,-0.3
13-Jan-19,0,10.8,0,5.3,0,6.9,0,0.4,1007.9,18.8,0,26,0,280,0,36,1,0,199,7.575,0.7,1,5.8,5.8,0
14-Jan-19,0,8.2,0,5.3,0,3.8,2,0,1011.6,9.8,0,14,0,270,0,19,0.6,0,214,6.2,0.5,0.6,6.3,6.3,0.5
15-Jan-19,0,9.5,0,6.9,0,5.7,2,0,1002.8,9.3,0,14,0,220,0,24,0.3,0,208,6.95,0.5,0.6,6.8,6.8,1
16-Jan-19,0,8.8,0,1.2,0,2.9,0,0.3,993.3,9.8,0,24,0,290,0,32,4.2,0,343,6.075,0.3,0.4,6.8,6.8,1
17-Jan-19,0,3.5,1,-1.1,1,-2.5,3,0,1002.2,8.5,0,16,0,310,0,22,3.8,0,310,2.725,0.3,0.4,7.1,7.1,1.4
18-Jan-19,0,9.1,0,2.5,1,-2.9,0,1.7,998.8,8.2,0,20,0,150,0,31,0.5,0,198,4.3,0.8,0.9,6.1,6.1,0.4
19-Jan-19,0,7.1,0,3.8,1,-0.7,0,1.9,997.3,4.2,0,9,0,300,0,12,0.9,0,222,5.375,0.2,0.3,4.4,4.4,-1.2
20-Jan-19,0,7.5,1,-1,0,3.4,0,0.1,1009.1,8.2,0,16,0,330,0,24,0.7,0,220,5.15,0.3,0.5,4.6,4.6,-0.9
21-Jan-19,0,6.5,1,-2.4,1,-5,0,2.3,1005.7,9.5,0,23,0,270,0,35,0,0,150,2.7,0.4,0.6,2.7,2.7,-2.8
22-Jan-19,0,4.1,1,-0.1,1,-0.4,3,0,992.2,11.3,0,17,0,270,0,24,2.6,0,327,2.35,0.4,0.5,3.1,3.1,-2.3
23-Jan-19,0,4.5,1,-0.6,1,-1.7,2,0,994.2,9.1,0,14,0,270,0,19,0,0,136,2.025,0.3,0.4,3.4,3.4,-1.9
24-Jan-19,0,10.2,0,4.2,0,0.2,0,2.7,1000.8,8.8,0,17,0,280,0,22,0.4,0,134,5.075,0.3,0.5,1,1,-4.1
25-Jan-19,0,10.7,0,7.6,0,5.5,2,0,1002.8,13,0,20,0,260,0,28,0.3,0,213,7.525,0.6,0.8,1.6,1.6,-3.3
26-Jan-19,0,9.9,0,3.9,0,5.7,0,7.7,987.5,11.9,0,30,0,330,0,43,0.6,0,175,7.2,0.6,0.8,0,-5.5,-10
27-Jan-19,0,5.7,0,0.1,0,0.7,2,0,988.8,17.3,0,32,0,330,0,45,5.5,0,490,3.725,0.8,1,0.8,0.8,-8.7
28-Jan-19,0,6.2,1,-0.7,1,-2.8,2,0,998.1,9,0,14,0,260,0,20,4.8,0,453,2.8,0.4,0.5,1.2,1.2,-7.9
29-Jan-19,0,3.9,1,-0.4,1,-0.1,0,3,990.1,11.7,0,22,0,280,0,28,3.7,0,370,3.075,0.4,0.5,0,-1.5,-10
30-Jan-19,0,3.4,1,-3.4,1,-2.8,3,0,985.1,8.5,0,16,0,260,0,27,6.6,0,540,1.9,0.4,0.5,0.4,0.4,-9.1
31-Jan-19,0,4,1,-5.8,1,-10.2,0,4,978.9,11.7,0,20,0,100,0,31,0,0,73,0.875,0.8,0.8,0,-2.8,-10
01-Feb-19,0,4.1,1,-1.2,1,-1.7,2,0,987.1,11.7,0,18,0,350,0,27,5.6,0,524,1.95,0.7,0.9,0.7,0.7,-8.8
02-Feb-19,0,4.9,1,-3.8,1,-8.4,3,0,1001.9,8.8,0,14,0,290,0,18,7.7,0,592,1.375,0.5,0.7,1.2,1.2,-7.9
03-Feb-19,0,9,1,-0.3,1,-5.3,0,0.9,1003.8,9.6,0,16,0,200,0,26,0.1,0,295,2.375,0.6,0.7,0.8,0.8,-7.8
04-Feb-19,0,9.5,1,-2.1,0,2.9,2,0,1003.3,9.9,0,25,0,280,0,33,6.9,0,557,4.825,0.3,0.5,1.1,1.1,-7.1
05-Feb-19,0,12.9,1,-2,1,-7.2,0,2.3,1004.1,9.8,0,18,0,150,0,26,0,0,153,4.425,0.6,0.8,0,-0.6,-8.5
06-Feb-19,0,10.8,0,3.1,0,0.4,0,3.8,995,8.8,0,15,0,210,0,22,4.4,0,500,4.8,0.9,1.1,0,-2.9,-10
07-Feb-19,0,8.9,0,0.6,1,-0.3,0,5.6,988.6,12.3,0,29,0,280,0,39,4.7,0,540,4.725,0.5,0.7,0,-5.1,-10
08-Feb-19,0,11,0,3.4,0,4.2,0,11.2,977.3,17.7,0,25,0,220,0,45,5.1,0,565,6.125,0.9,1.3,0,-10,-10
09-Feb-19,0,8.6,0,2.4,0,0.7,0,1.4,978.8,13.8,0,34,0,260,0,52,7.2,0,603,4.875,0.9,1.2,0,-0.5,-10
10-Feb-19,0,7.1,0,1.2,1,-1.6,0,2.6,992.5,14,0,28,0,290,0,39,6.4,0,617,3.975,0.6,0.9,0,-2,-10
11-Feb-19,0,8.9,0,2.1,0,0.2,3,0,1010.7,7.1,0,16,0,290,0,20,4,0,544,4.525,0.5,0.7,0.5,0.5,-9
12-Feb-19,0,12.5,0,6.3,0,1.6,0,0,1016.1,10.2,0,16,0,220,0,29,0,0,320,6.475,0.9,1.1,1.4,1.4,-7.7
13-Feb-19,0,11.3,0,9,0,8.2,2,0,1014.9,12.2,0,18,0,200,0,27,0.5,0,336,7.675,1.1,1.4,2.5,2.5,-6.1
14-Feb-19,0,12.8,0,2,0,3.1,3,0,1014.6,5.5,0,15,0,210,0,23,7.1,0,708,7.475,0.7,1,3.2,3.2,-5.1
15-Feb-19,0,15.6,1,-0.3,1,-4.3,0,0,1008.2,12.6,0,21,0,210,0,34,6.1,0,691,6.35,1.1,1.5,4.3,4.3,-3.7
16-Feb-19,0,12.5,0,6.8,0,3.9,2,0,1001.2,12,0,20,0,200,0,33,1.6,0,479,7.325,1.2,1.5,5.4,5.4,-2.4
17-Feb-19,0,11.6,0,7.7,0,7.7,0,0.1,994.5,14.6,0,21,0,170,0,31,5.9,0,794,8.3,1.2,1.6,6.5,6.5,-1.1
18-Feb-19,0,10,0,5.3,0,2.5,2,0,998.5,11.7,0,17,0,210,0,28,4.9,0,654,6.45,1.2,1.5,7.6,7.6,0.1
19-Feb-19,0,10.3,0,3.7,0,0.8,0,2.2,1000.4,10.4,0,16,0,210,0,30,0.1,0,223,5.875,0.8,1.1,6.1,6.1,-1.3
20-Feb-19,0,13.3,0,9.9,0,6.1,2,0,1000,13.1,0,20,0,210,0,32,0.8,0,443,8.4,1.1,1.4,7.2,7.2,-0.1
21-Feb-19,0,14.2,0,9.5,0,8.6,0,0,1008.4,10.8,0,18,0,170,0,26,8,0,844,9.55,1.3,1.7,8.4,8.4,1.2
22-Feb-19,0,14.8,0,8.7,0,5.9,0,0,1015.1,11.5,0,24,0,170,0,34,0.1,0,370,8.775,1.8,2.1,10,10,3
23-Feb-19,0,13.8,0,0.3,0,7.8,0,0.2,1017.9,9.5,0,18,0,150,0,27,1.1,0,331,8.275,0.8,1.1,10.6,10.6,3.6
24-Feb-19,0,10.5,1,-0.4,1,-4.7,2,0,1022.6,7.3,0,15,0,130,0,22,0.1,0,403,6.9,0.5,0.7,11,11,4.1
25-Feb-19,0,14.7,0,2.5,1,-0.9,3,0,1021.8,6.3,0,11,0,150,0,17,6.6,0,857,7.55,1.1,1.5,12.1,12.1,5.2
26-Feb-19,0,14.5,1,-0.8,1,-4.9,3,0,1018.5,4.7,0,10,0,130,0,17,10,0,1036,6.65,1.1,1.5,13,13,6.2
27-Feb-19,0,13.2,1,-1.9,1,-5.7,3,0,1011,4.5,0,12,0,270,0,15,7.1,0,880,6.45,0.8,1.2,13.7,13.7,7.1
28-Feb-19,0,11.2,0,5.3,0,3.4,0,0.2,1005.5,6.3,0,14,0,270,0,19,0.3,0,313,7.7,0.7,0.9,14.2,14.2,7.6
01-Mar-19,0,15,0,5,0,3.9,0,5.9,1003.4,5.9,0,11,0,140,0,18,5.8,0,838,8.775,1.2,1.7,9.3,9.3,2.9
02-Mar-19,0,12.4,0,5,0,2.9,0,2.6,991.4,12.2,0,23,0,210,0,40,1.4,0,279,7.925,1.1,1.4,7.7,7.7,1.4
03-Mar-19,0,7,1,-0.2,0,3.6,0,22,979.7,10.3,0,17,0,10,0,28,0,0,121,4.875,0.7,1,0,-10,-10
04-Mar-19,0,6.8,0,0.7,1,-0.8,0,0.6,981,10.2,0,21,0,260,0,29,4.8,0,737,3.6,0.7,1.2,0.1,0.1,-9.4
05-Mar-19,0,10.6,0,3.3,0,1.1,0,13.3,979.8,12.9,0,19,0,230,0,31,5.5,0,847,5.225,1.2,1.7,0,-10,-10
06-Mar-19,0,11.6,0,4.4,0,5.4,0,1.4,971.2,12.5,0,21,0,280,0,29,0.8,0,433,6.8,1,1.4,0,-0.4,-9.9
07-Mar-19,0,10,0,2.7,0,2.3,0,1.9,985.8,17.2,0,27,0,270,0,38,2,0,584,5.25,1.3,1.9,0,-0.6,-10
08-Mar-19,0,10.4,0,1.8,1,-0.4,0,1.5,994.6,10.2,0,22,0,270,0,32,0.3,0,463,4.9,0.7,1.1,0,-0.8,-10
09-Mar-19,0,9.6,0,3.8,0,3.1,0,4.2,997.5,13.2,0,27,0,270,0,42,4.7,0,896,5.725,1.4,2,0,-2.8,-10
10-Mar-19,0,6.8,0,0.4,0,1.9,0,5.4,999.7,13.7,0,36,0,280,0,45,7.6,0,1093,5.025,1.1,1.8,0,-4.3,-10
11-Mar-19,0,10.7,0,0.8,1,-1.3,0,0.4,1002.2,13.8,0,23,0,190,0,38,4.5,0,792,4.3,1.1,1.7,0.7,0.7,-8.8
12-Mar-19,0,11.2,0,3.7,0,3.2,0,4.6,987.5,17.4,0,27,0,260,0,45,4.9,0,1000,6.175,1.4,2.2,0,-2.5,-10
13-Mar-19,0,9.6,0,5.1,0,3.5,0,0.6,995.5,23.1,0,33,0,270,0,47,6.3,0,1062,5.95,1.5,2.6,0.9,0.9,-8.6
14-Mar-19,0,11,0,6.9,0,6.1,0,8.4,992.2,18.3,0,30,0,280,0,41,4.2,0,913,7.425,1.2,2,0,-6.3,-10
15-Mar-19,0,11.3,0,5.1,0,6,0,6.2,993.4,17.3,0,29,0,270,0,42,5.2,0,1102,8.1,1.1,2,0,-5.1,-10
16-Mar-19,0,11.8,0,2.2,0,4.7,0,10.9,984.2,16.1,0,27,0,270,0,41,1.1,0,686,7.825,0.9,1.5,0,-10,-10
17-Mar-19,0,10.7,0,0.6,1,-0.3,0,0.2,997.8,15.2,0,26,0,300,0,33,6.6,0,1137,5.25,1.5,2.4,1.3,1.3,-8.2
18-Mar-19,0,11.5,0,4.1,0,3.2,0,0.4,1010.8,11.4,0,18,0,270,0,25,1.2,0,933,6.6,1.2,1.9,2.1,2.1,-6.9
19-Mar-19,0,13.6,0,6.2,0,5.7,0,0.8,1015.7,8.2,0,12,0,250,0,22,2.6,0,755,8.325,1.2,1.7,2.5,2.5,-6.2
20-Mar-19,0,16.8,0,8.1,0,8,0,0.4,1018.5,7.2,0,14,0,270,0,20,3.5,0,1003,10.4,1.4,2,3.5,3.5,-4.9
21-Mar-19,0,13.1,0,9.6,0,9,2,0,1018.8,6.8,0,12,0,200,0,20,0.5,0,716,10.625,1.3,1.8,4.8,4.8,-3.3
22-Mar-19,0,11.4,0,4.8,0,6.9,0,0.6,1014.4,11.7,0,18,0,200,0,29,0.1,0,484,9.2,1.2,1.7,5.3,5.3,-2.6
23-Mar-19,0,9.8,0,2.3,0,0,0,0,1021.7,5.1,0,11,0,270,0,14,5.5,0,1206,7.5,1.5,2.1,6.7,6.7,-1
24-Mar-19,0,10.4,0,1.8,1,-0.6,0,0,1021.7,13.3,0,24,0,280,0,33,7.1,0,1316,7.05,1.6,2.6,8.2,8.2,0.7
25-Mar-19,0,11.6,0,3.9,0,2.3,0,0,1024.3,7.3,0,14,0,290,0,18,4.8,0,1129,8.175,1.5,2.1,9.6,9.6,2.2
26-Mar-19,0,13.2,0,2.9,1,-0.5,0,0,1024.6,7,0,15,0,280,0,21,8.1,0,1531,8.35,1.8,2.6,11.2,11.2,4
27-Mar-19,0,13,0,1.7,1,-1.4,3,0,1025.4,5.9,0,13,0,280,0,20,6.1,0,1452,9.075,1.6,2.4,12.7,12.7,5.6
28-Mar-19,0,16.1,0,0.8,1,-3,3,0,1023.2,5.3,0,9,0,220,0,16,11.4,0,1780,9.825,2.1,3,14.6,14.6,7.8
29-Mar-19,0,12.8,0,2.4,0,1,3,0,1016.1,5.3,0,12,0,270,0,17,9.8,0,1638,10.35,1.7,2.4,16,16,9.4
30-Mar-19,0,12.2,0,0.5,1,-1.6,0,0.2,1013.7,7.5,0,13,0,20,0,18,3.4,0,684,9.225,1.2,1.7,16.9,16.9,10.4
31-Mar-19,0,10.4,1,-2.1,1,-5.9,2,0,1015.2,8.3,0,14,0,80,0,21,2.8,0,931,7.475,1.2,1.7,17.8,17.8,11.6
01-Apr-19,0,12.5,0,5.2,0,2.6,0,2.7,1006.6,7.4,0,15,0,280,0,20,1.5,0,814,9.175,1.4,2,16.3,16.3,10.3
02-Apr-19,0,8.2,0,0.8,1,-0.8,0,0.5,995.7,12.5,0,20,0,280,0,27,7.8,0,1483,7.175,1.4,2.4,17,17,11.2
03-Apr-19,0,7.8,0,1.1,0,0.1,0,8,988.9,15.1,0,24,0,320,0,33,4.4,0,933,5.35,1.2,2,10,10,4.4
04-Apr-19,0,8.1,0,1.5,0,1.1,0,12.5,980.3,13,0,22,0,50,0,30,3.3,0,1086,5.775,1.4,2.2,0,-1.2,-6.8
05-Apr-19,0,8.8,1,-0.3,1,-4.8,0,2.2,987.6,6.7,0,13,0,80,0,21,0.5,0,654,5.55,0.8,1.2,0,-1.4,-7.8
06-Apr-19,0,10.3,0,1,0,5.1,0,0.6,996.6,9.4,0,15,0,80,0,25,6.1,0,1500,8.4,1.3,2.2,0.7,0.7,-6.7
07-Apr-19,0,11.4,1,-0.8,1,-4.1,3,0,999.1,9.2,0,17,0,80,0,22,7,0,1481,7.625,1.5,2.4,2.2,2.2,-4.9
08-Apr-19,0,9.4,0,6.4,0,4.3,0,2.8,1001.4,7.6,0,14,0,70,0,22,0,0,223,7.95,0.6,0.8,0,-0.1,-6.9
09-Apr-19,0,10.5,0,5.1,0,6.9,0,0.2,1006.3,11.6,0,18,0,80,0,24,5,0,1429,8.875,1.5,2.5,1.3,1.3,-5.2
10-Apr-19,0,8.9,0,1.2,0,3.1,3,0,1011.9,9,0,14,0,80,0,20,12,0,2049,8.55,1.8,3.1,3.1,3.1,-3.2
11-Apr-19,0,11.6,1,-2,1,-6.1,3,0,1014.7,3.2,0,9,0,290,0,12,3,0,1117,7.925,1.4,1.9,4.5,4.5,-1.6
12-Apr-19,0,9.9,0,0.2,1,-4.8,3,0,1014.6,7.2,0,12,0,150,0,18,2.7,0,922,7.325,1.2,1.8,5.7,5.7,-0.3
13-Apr-19,0,8.7,0,6.6,0,3.6,0,0,1012.8,14.7,0,22,0,150,0,32,5.1,0,1617,8.25,2.3,3.7,7.9,7.9,2.1
14-Apr-19,0,7.6,0,5.1,0,5.2,0,0,1011.5,15,0,20,0,130,0,32,0.1,0,577,7.35,1.9,2.7,9.7,9.7,4
15-Apr-19,0,9.6,0,4.5,0,3.4,0,15.8,1004.3,16.7,0,24,0,120,0,38,0,0,287,6.425,1.3,1.9,0,-4.9,-10
16-Apr-19,0,9.6,0,4.4,0,4.6,0,2.6,1005.5,7.8,0,12,0,140,0,20,0.3,0,548,7.925,0.7,1.2,0,-1.9,-10
17-Apr-19,0,12.5,1,-0.8,1,-3.9,3,0,1009.3,6.3,0,10,0,100,0,15,2.3,0,1408,8.7,1.4,2.2,1.4,1.4,-8.1
18-Apr-19,0,14.9,0,3.7,1,-0.2,3,0,1013.6,5.5,0,9,0,80,0,13,10,0,1822,10.625,2.1,3,3.5,3.5,-5.5
19-Apr-19,0,19,0,2.5,0,0,3,0,1018.6,4.8,0,11,0,110,0,16,6.1,0,1650,11.725,2.3,3.2,5.8,5.8,-2.9
20-Apr-19,0,20.4,0,5.6,0,1.3,0,0,1018.3,4.3,0,9,0,100,0,12,10.5,0,1935,13.725,2.8,3.9,8.5,8.5,0.1
21-Apr-19,0,21.7,0,8.2,0,5.2,0,0,1007.2,6.7,0,17,0,190,0,24,12.2,0,2117,14.9,3.6,4.8,11.8,11.8,3.7
22-Apr-19,0,19.3,0,5.4,0,1.2,3,0,994.2,7.7,0,14,0,140,0,21,11.3,0,1994,14.375,3.1,4.3,14.6,14.6,6.8
23-Apr-19,0,17.1,0,6.5,0,3.6,2,0,986.4,5.7,0,12,0,80,0,18,5,0,1531,14.275,2.4,3.2,16.7,16.7,9.2
24-Apr-19,0,14.6,0,7.9,0,8.1,0,7.8,981,6.2,0,11,0,90,0,16,0.2,0, ,13.475,1.3,1.8,10,10,2.7
25-Apr-19,0,11,0,6.9,0,2.8,0,2.7,984.7,6.9,0,12,0,130,0,19,0.1,0, ,10.75,1.6,2.4,8.8,8.8,1.6
26-Apr-19,0,11.5,0,5.4,0,5.6,0,4.8,985.2,11.8,0,22,0,190,0,37,0.2,0, ,9.825,1.5,2.3,5.3,5.3,-1.7
27-Apr-19,0,11.7,0,5,0,4.1,0,8,995.2,24,0,35,0,290,0,46,6.9,0,1954,8.875,2.8,5.2,0,0,-6.8
28-Apr-19,0,11.3,0,4.6,0,1.9,2,0,1011.3,5.5,0,11,0,270,0,14,0,0,817,9.025,2.4,2.7,2.4,2.4,-4
29-Apr-19,0,11.4,0,8.8,0,3.9,0,1.2,1012.8,9.1,0,13,0,140,0,19,0,0, ,10.9,1.1,1.7,2.3,2.3,-4
30-Apr-19,0,12.4,0,8.3,0,9,0,2.2,1010.5,7.3,0,13,0,150,0,19,0.1,0, ,10.825,1,1.4,1.1,1.1,-5
01-May-19,0,14.9,0,6.9,0,6.1,0,0.2,1007.8,8.5,0,14,0,270,0,19,7,0,1773,11.7,2.4,3.6,3.3,3.3,-2.5
02-May-19,0,14.1,0,6.1,0,7.4,0,1.4,1005.8,9.4,0,17,0,310,0,23,1.9,0,1342,11.425,1.9,2.9,3.8,3.8,-1.8
03-May-19,0,11.4,0,2.8,0,1.2,0,0,1008.1,9.5,0,15,0,320,0,21,2.8,0,1241,10.45,1.9,2.8,5.6,5.6,0.2
04-May-19,0,11.2,0,0.3,0,0.1,2,0,1014.5,8.9,0,16,0,30,0,26,10.1,0,2325,10.175,2.6,4.1,8.1,8.1,2.8
05-May-19,0,11,1,-0.8,1,-4,3,0,1017,6.2,0,11,0,340,0,17,4.6,0,1621,9.8,2,2.9,10,10,4.8
06-May-19,0,11.6,0,1.4,1,-1.4,0,0,1011.5,4.8,0,9,0,140,0,12,3,0,1505,10.95,2,2.8,11.8,11.8,6.8
07-May-19,0,11.5,0,4.4,0,2.7,0,0.2,999.2,6.2,0,13,0,80,0,20,3.9,0,1292,10.675,1.8,2.5,13.2,13.2,8.4
08-May-19,0,8.9,0,7.1,0,3.8,0,4.8,985.7,14.8,0,22,0,60,0,32,0,0,410,9.125,0.9,1.5,9.2,9.2,4.6
09-May-19,0,9.1,0,5.9,0,6.2,0,13.7,990.2,6.9,0,12,0,80,0,18,0.9,0,678,9.425,1,1.5,0,-3.6,-8.1
10-May-19,0,11.9,0,1.7,1,-1.1,0,0.1,999.2,5.1,0,11,0,80,0,14,5.8,0,1645,10.275,2,2.9,1.9,1.9,-5.8
11-May-19,0,13.7,0,1.6,1,-1.4,3,0,1012.9,7.8,0,13,0,320,0,21,8.4,0,2282,10.775,2.8,4.2,4.6,4.6,-2.8
12-May-19,0,15.2,0,1.2,1,-4,3,0,1024.4,7.2,0,12,0,140,0,18,7.3,0,2032,11.675,2.5,3.8,7.1,7.1,-0.1
13-May-19,0,18,0,6.7,0,3.2,0,0,1026.7,7.2,0,13,0,130,0,21,14.2,0,2582,14.075,3.9,5.4,10.7,10.7,3.8
14-May-19,0,17.8,0,2.9,1,-1,3,0,1022,6.8,0,13,0,130,0,19,12.8,0,2711,15.175,3.5,5.1,13.9,13.9,7.3
15-May-19,0,17.6,0,3.4,1,-0.3,0,0,1014.9,6.7,0,13,0,130,0,21,8.9,0,2132,15.325,3.1,4.4,16.6,16.6,10.5
16-May-19,0,15.4,0,3.9,0,1.4,0,0,1008.7,6.2,0,14,0,90,0,17,3,0,1789,14.975,2.4,3.4,18.6,18.6,12.8
17-May-19,0,13.9,0,7,0,3.1,0,0.4,1003,8.1,0,14,0,80,0,21,1.4,0,1042,12.6,1.8,2.6,19.7,19.7,14.2
18-May-19,0,13.1,0,7,0,4.4,2,0,999.2,7.5,0,14,0,290,0,18,2.1,0,1109,12.9,1.7,2.4,21.1,21.1,15.8
19-May-19,0,13.7,0,5.1,0,6.2,0,0.2,1002.2,7.5,0,14,0,330,0,21,0.1,0,965,12.375,1.6,2.3,22.1,22.1,17
20-May-19,0,15.4,0,3.5,1,-0.2,0,0.5,1006.5,6.3,0,12,0,10,0,20,8.4,0,2017,13.025,2.6,3.7,23.7,23.7,18.9
21-May-19,0,15.7,0,2,1,-2.4,3,0,1010,5.1,0,11,0,90,0,14,9.8,0,2053,13.675,2.5,3.6,25.7,25.7,21.2
22-May-19,0,14.6,0,8.7,0,8.1,0,0,1008.2,4.7,0,10,0,80,0,17,1.2,0,1412,14.85,2.2,3,27.4,27.4,23.2
23-May-19,0,16.8,0,9.5,0,6.5,0,0.1,1006.6,4.4,0,9,0,280,0,13,0.4,0,985,14.475,1.9,2.5,28.6,28.6,24.7
24-May-19,0,17.5,0,10.7,0,10.6,0,0.3,1008.8,6.8,0,11,0,280,0,16,1.4,0,1351,15.15,2.2,3.1,30,30,26.3
25-May-19,0,18.6,0,10.5,0,8.7,2,0,1007.1,7.2,0,13,0,260,0,23,0.1,0,1112,15.1,2.1,2.8,31.5,31.5,28
26-May-19,0,17.3,0,10.9,0,13.6,0,0.4,1002.5,15.3,0,24,0,280,0,31,6,0,1949,16.275,3,4.7,33.2,33.2,30
27-May-19,0,15.6,0,7.8,0,8.1,0,8.3,999.7,11.7,0,22,0,290,0,32,4.2,0,1474,13.85,2.3,3.5,26.5,26.5,23.5
28-May-19,0,15.2,0,7.1,0,6.3,0,0,1003.8,8,0,15,0,320,0,21,4.8,0,1824,12.9,2.9,4.1,28.7,28.7,26
29-May-19,0,16.5,0,9.4,0,5.1,0,1.9,1003.6,8.2,0,13,0,250,0,25,0.1,0,964,13.475,1.8,2.6,28.1,28.1,25.7
30-May-19,0,20.9,0,13.8,0,13.2,0,0.4,1005.9,9.9,0,16,0,250,0,28,0.5,0,1064,14.925,2.5,3.3,29.6,29.6,27.4
31-May-19,0,18,0,10.3,0,13.1,0,0.5,1007.5,10.5,0,18,0,210,0,28,3.9,0,1663,15.575,2.6,3.9,31,31,29
01-Jun-19,0,18.6,0,5.7,0,2.1,0,1.9,1003.2,4.5,0,12,0,150,0,16,0.8,0,1268,14.675,2,2.8,30.6,30.6,28.8
02-Jun-19,0,18.1,0,10.4,0,12,0,0.3,993.5,12.2,0,20,0,210,0,35,5.9,0,2142,16.35,3.3,5,32.6,32.6,31.1
03-Jun-19,0,16.2,0,8.6,0,7.1,0,1.7,996.7,9.5,0,18,0,280,0,27,7.4,0,2011,14.75,3,4.5,33,33,31.8
04-Jun-19,0,11.9,0,7,0,5.1,0,24.2,992.9,6.2,0,11,0,120,0,19,0,0,546,12.925,2,2.2,10.3,10.3,9.2
05-Jun-19,0,11.9,0,8.3,0,8.6,0,1.6,992,11.3,0,19,0,280,0,24,0.5,0,1104,12.125,1.6,2.5,10.1,10.1,9.2
06-Jun-19,0,15.3,0,4.9,0,7.4,2,0,996.8,7.2,0,12,0,210,0,21,5,0,1874,13,2.7,3.9,12.5,12.5,11.8
07-Jun-19,0,14.3,0,2,1,-2.1,2,0,996.6,6.1,0,13,0,70,0,22,4.7,0,1538,12.375,2.1,3,14.4,14.4,13.9
08-Jun-19,0,16.5,0,8.1,0,8,0,0.1,1001.4,12.5,0,19,0,270,0,26,4.7,0,1872,13.75,3.1,4.6,16.9,16.9,16.8
09-Jun-19,0,16.3,0,7.8,0,6.5,0,2.7,1007.3,7.2,0,18,0,270,0,26,7.6,0,2014,14.075,3,4.3,16.8,16.8,16.9
10-Jun-19,0,15.1,0,8.1,0,6.1,0,0,1009.5,7.3,0,12,0,340,0,20,9,0,2328,14.675,3,4.4,19.4,19.4,19.7
11-Jun-19,0,15.4,0,7.6,0,6.3,0,0,1010.7,11.4,0,15,0,10,0,23,8.7,0,2292,15.2,3,4.8,21.8,21.8,22.4
12-Jun-19,0,11.1,0,9.4,0,8.2,0,5.1,1004.5,11.5,0,17,0,10,0,29,0,0,573,13.2,1.2,1.8,17.7,17.7,18.3
13-Jun-19,0,12.1,0,8.3,0,9.3,0,1.3,997.3,9.1,0,14,0,310,0,19,0.1,0,696,11.9,1.5,2.1,17.6,17.6,18.4
14-Jun-19,0,14,0,6.4,0,4,0,6.9,994.4,5.6,0,14,0,150,0,21,1.3,0,1082,11.8,1.7,2.3,12.1,12.1,13
15-Jun-19,0,16.4,0,8.4,0,8.4,0,10.5,996.9,6.5,0,14,0,270,0,19,3.9,0,1969,13.55,3,4.2,4.3,4.3,5.4
16-Jun-19,0,16.4,0,6.8,0,4,0,2.2,997.8,6.1,0,15,0,170,0,25,1.9,0,1485,13.875,2.3,3.2,4.3,4.3,5.5
17-Jun-19,0,18.2,0,9.4,0,6.4,0,0.2,1001.1,8.1,0,14,0,210,0,24,7.9,0,2033,14.075,3.3,4.6,7.2,7.2,8.6
18-Jun-19,0,17,0,8.1,0,4,0,0,1001.6,5.6,0,10,0,140,0,17,7.7,0,2105,14.85,2.9,4.2,10,10,11.5
